Student_ID,Name,Email,Gender,Country,Age,Enrollment_Date,Course_Name,Course_Category,Progress (%),Time_Spent (hrs),Completed,Feedback_Rating,Session_Attendance
1ad74fd4-298b-4e78-9420-60ce6b2f9d47,richard williams,fowlerheather@hanson-allen.com,female,India,20,16-07-2023,Startup Strategy,Business,8%,90 mins,1,,"2023-07-16, 2023-07-23, 2023-07-30, 2023-08-06, 2023-08-13, 2023-08-20, 2023-08-27"
d37a430a-2f2a-45e8-a67a-e277348f9ce0,heidi jones md,kellylee@durham.com,M,IN,0,11-11-2023,Graphic Design Basics,Design,76,2,0,3,"2023-11-11, 2023-11-18, 2023-11-25"
e2a868e7-380c-4838-ac94-df5a48bad5fb,christopher abbott,jamesthompson@lozano-smith.com,F,india,0,08-02-2023,Finance 101,Business,77%,1.5,N,5,"2023-02-08, 2023-02-15, 2023-02-22, 2023-03-01, 2023-03-08, 2023-03-15, 2023-03-22, 2023-03-29"
1c687714-e290-4d96-8993-f819a7a581e8,DANIEL BRYANT,donna89@yahoo.com,M,IN,,16-11-2023,Data Visualization with R,Data Science,54%,2,No,6,"2023-11-16, 2023-11-23"
ec9573e9-e1fa-4466-a4f9-82ec1e559419,colton patel,carol30@hotmail.com,male,IN,38,17-07-2022,React for Beginners,Web Development,76,90 mins,No,4,17-07-2022
4b4f8f74-8914-441c-9abc-47ce3068ffdd,erin brown,melissaschmitt@yahoo.com,F,Germany,,05-10-2024,Startup Strategy,Business,31%,1 hour,N,2,"2024-10-05, 2024-10-12, 2024-10-19, 2024-10-26"
787da6d7-c8df-41f1-94d7-2283ba303cce,LISA JACKSON,victor72@yahoo.com,F,UK,20,26-02-2023,Adobe Illustrator Mastery,Design,8,1.5,N,2,26-02-2023
b734d467-7bb9-4b07-b1cb-62d0868592d2,kara perkins,jeffreyharris@foster.biz,M,Germany,,08-11-2023,React for Beginners,Web Development,39,120 minutes,0,2,"2023-11-08, 2023-11-15"
d7a998ea-ef7c-4b39-a83e-deec92455468,joshua taylor,sean53@williams.info,MALE,india,0,13-11-2023,JavaScript Bootcamp,Web Development,46,1.5,N,4,"2023-11-13, 2023-11-20, 2023-11-27, 2023-12-04, 2023-12-11, 2023-12-18, 2023-12-25, 2024-01-01"
cdf40137-5e15-433b-a8b1-211a6eb8b0e2,mr. alexander alexander iii,rachel48@payne.com,M,Canada,,02-04-2024,Graphic Design Basics,Design,97,120 minutes,Yes,3,"2024-04-02, 2024-04-09, 2024-04-16, 2024-04-23, 2024-04-30, 2024-05-07, 2024-05-14"
09cccf1a-5c38-4c2a-9243-e8381e5bc68b,FELICIA LEONARD,julie43@hotmail.com,Male,India,0,06-09-2022,Adobe Illustrator Mastery,Design,91%,1.5,Yes,4,"2022-09-06, 2022-09-13, 2022-09-20, 2022-09-27, 2022-10-04, 2022-10-11, 2022-10-18, 2022-10-25"
dae13a7f-ff97-49f7-a34b-20fdff7ca58f,nancy gaines,juan56@underwood-todd.com,Female,us,19,31-10-2024,UI/UX Fundamentals,Design,47,120 minutes,1,4,"2024-10-31, 2024-11-07, 2024-11-14, 2024-11-21, 2024-11-28, 2024-12-05, 2024-12-12"
c2db6aab-fd41-4a05-833c-d4f2a7728290,sharon perez,lhall@todd.com,female,India,,09-04-2024,HTML & CSS Basics,Web Development,96,2,0,,"2024-04-09, 2024-04-16, 2024-04-23, 2024-04-30, 2024-05-07, 2024-05-14, 2024-05-21"
c5274f35-6dc5-4044-b016-b62bd8867545,jennifer gonzales,invalid-email,M,Canada,,06-08-2023,HTML & CSS Basics,Web Development,46,1.5,N,,"2023-08-06, 2023-08-13, 2023-08-20, 2023-08-27, 2023-09-03, 2023-09-10, 2023-09-17, 2023-09-24"
93d797e7-2392-4df4-9fec-59ac07b4e684,elizabeth rojas,matthew66@hotmail.com,Female,india,,21-08-2024,Startup Strategy,Business,11%,1.5,No,,"2024-08-21, 2024-08-28, 2024-09-04"
89a06a99-b0c5-43d5-8755-2c99c34995ff,kevin bradley,ericcisneros@carroll-lloyd.org,Female,USA,0,24-12-2023,Finance 101,Business,84,45,Yes,4,"2023-12-24, 2023-12-31, 2024-01-07, 2024-01-14, 2024-01-21"
619e17ff-faec-4f42-a411-18ecddf01771,james ferguson,krodriguez@fowler-torres.com,Male,USA,0,14-09-2024,JavaScript Bootcamp,Web Development,39%,1 hour,No,1,"2024-09-14, 2024-09-21, 2024-09-28, 2024-10-05"
0835075f-2d79-4f3e-8d8b-4c60acc54c62,LINDSEY JOHNSON,pruittpaul@hall.net,Female,Uk,36,16-09-2022,Finance 101,Business,23%,90 mins,Y,,"2022-09-16, 2022-09-23, 2022-09-30, 2022-10-07, 2022-10-14, 2022-10-21, 2022-10-28"
84be7e1c-5e5f-4eaa-8eb5-40787464d6f2,gabriel browning,veronicaanderson@yahoo.com,male,USA,30,24-07-2022,HTML & CSS Basics,Web Development,79%,120 minutes,Yes,1,"2022-07-24, 2022-07-31, 2022-08-07, 2022-08-14, 2022-08-21"
f48138b5-6395-49c4-919a-7396be3e9a90,CHRISTINE HARRELL,qmeyers@yahoo.com,Male,India,21,18-04-2024,Data Visualization with R,Data Science,97%,120 minutes,Y,1,"2024-04-18, 2024-04-25, 2024-05-02, 2024-05-09"
4f70b88b-f06c-49d9-9339-304b9a8cb3d7,kathryn cohen,adrianthomas@gmail.com,female,IN,44,09-12-2022,Adobe Illustrator Mastery,Design,43%,120 minutes,0,5,"2022-12-09, 2022-12-16, 2022-12-23, 2022-12-30, 2023-01-06"
869e8836-3f30-4a12-8ebc-a2649ad75b94,keith henry,mclaughlinkeith@yahoo.com,M,India,37,18-12-2023,UI/UX Fundamentals,Design,12,2,Yes,1,18-12-2023
cad73d36-b62e-4f02-97b7-3862b347f1d4,louis patrick,nwright@reynolds.org,female,India,,27-09-2023,JavaScript Bootcamp,Web Development,60%,45,0,5,"2023-09-27, 2023-10-04, 2023-10-11, 2023-10-18, 2023-10-25, 2023-11-01, 2023-11-08, 2023-11-15"
0b2d983a-f218-4128-b2da-61f764bfc76d,seth hill,wolfejennifer@gmail.com,MALE,Uk,0,02-09-2022,Finance 101,Business,51%,90 mins,0,,"2022-09-02, 2022-09-09, 2022-09-16, 2022-09-23, 2022-09-30, 2022-10-07, 2022-10-14, 2022-10-21"
8d85ddf1-c309-4f28-be0d-40b469498671,jacob campos,qhayes@gmail.com,Male,UK,33,12-05-2024,UI/UX Fundamentals,Design,66%,1 hour,0,5,"2024-05-12, 2024-05-19, 2024-05-26, 2024-06-02"
12bcf090-06d6-4ba7-b650-9bcd0b6d35d7,megan murray,zfoley@gmail.com,M,USA,,01-06-2024,SEO Fundamentals,Marketing,61,120 minutes,Y,,"2024-06-01, 2024-06-08, 2024-06-15"
eac97d37-b587-4d33-9d5b-d8b04027b283,michael marshall,millerdiane@hotmail.com,Female,UK,0,23-04-2022,JavaScript Bootcamp,Web Development,32%,2,Y,,"2022-04-23, 2022-04-30, 2022-05-07, 2022-05-14, 2022-05-21, 2022-05-28, 2022-06-04"
4775d7ab-d207-4bc4-b885-8b6d23e7cd20,carolyn smith,kellynichols@jackson-powers.com,MALE,Germany,,15-02-2024,Startup Strategy,Business,91%,1 hour,Y,,"2024-02-15, 2024-02-22"
5bab96cc-70ce-4646-a74b-8b9845f3dc5a,miguel stafford,ohorton@davidson.biz,M,IN,0,22-02-2025,Python for Data Science,Data Science,24%,1 hour,Yes,,"2025-02-22, 2025-03-01, 2025-03-08, 2025-03-15, 2025-03-22, 2025-03-29"
9923fc7a-0d6b-460f-b1a9-1c814eee5680,raymond wang,regina31@fisher.com,M,india,0,14-03-2025,Data Visualization with R,Data Science,40,120 minutes,Y,6,"2025-03-14, 2025-03-21, 2025-03-28, 2025-04-04"
38772265-102c-41a3-ab40-4598ae11d3c2,ANNE CONLEY,bradleyhunt@morris-sims.org,M,Canada,0,30-01-2023,Graphic Design Basics,Design,37%,2,0,6,"2023-01-30, 2023-02-06, 2023-02-13, 2023-02-20, 2023-02-27, 2023-03-06, 2023-03-13, 2023-03-20"
f05d45c7-6522-48b9-8aad-0665ef30141d,DAVID RODRIGUEZ,alexisvaldez@gmail.com,FEMALE,Germany,,22-02-2023,Data Visualization with R,Data Science,88%,2,No,1,"2023-02-22, 2023-03-01, 2023-03-08, 2023-03-15, 2023-03-22, 2023-03-29"
10e67176-3858-4966-b572-56f63677f5b4,DIANA HANSON,mcclurerobert@porter.org,M,Uk,,02-12-2023,Machine Learning A-Z,Data Science,93%,1 hour,0,6,"2023-12-02, 2023-12-09, 2023-12-16"
9990e4a9-1841-4e07-b583-4c69407f2654,mark price,gregory57@rogers.org,male,Canada,40,29-12-2022,HTML & CSS Basics,Web Development,60%,2,1,3,"2022-12-29, 2023-01-05, 2023-01-12, 2023-01-19, 2023-01-26, 2023-02-02, 2023-02-09"
bde78473-a3fd-459c-82d2-9bf861e3178b,kevin mcneil,jensenpenny@young-patterson.com,male,Uk,38,04-03-2024,Graphic Design Basics,Design,74,2,No,6,"2024-03-04, 2024-03-11, 2024-03-18"
5fe0c7c3-2336-460b-8f57-1d6b1452e130,mr. james may ii,invalid-email,Female,UK,,24-11-2024,UI/UX Fundamentals,Design,95%,90 mins,N,2,"2024-11-24, 2024-12-01, 2024-12-08"
bd3fdb62-7198-4a55-b224-f64cfd11b3ff,brandy stewart,swong@perez.com,MALE,UK,0,22-10-2024,Python for Data Science,Data Science,6%,120 minutes,Y,1,"2024-10-22, 2024-10-29, 2024-11-05, 2024-11-12, 2024-11-19, 2024-11-26"
0dd7cac2-8a10-45c5-b4b0-738e3e040782,mary wright,lboyd@soto-brown.info,Female,Uk,0,21-09-2023,Python for Data Science,Data Science,76%,120 minutes,0,2,"2023-09-21, 2023-09-28, 2023-10-05, 2023-10-12, 2023-10-19, 2023-10-26, 2023-11-02"
a265df65-0d56-4000-b145-6a6cf42323d9,teresa martinez md,williamsimmons@collins-griffith.com,F,India,0,24-07-2022,UI/UX Fundamentals,Design,15%,1.5,No,4,24-07-2022
4d980202-3fbc-45e0-9b19-11122d2ae08e,jerome reid,xmiller@yahoo.com,M,USA,28,25-01-2024,Finance 101,Business,61%,45,1,,"2024-01-25, 2024-02-01"
6c35e33c-70fe-45a1-b880-adc62af2b718,nancy wolf,gillronald@gmail.com,Female,Germany,39,14-11-2023,JavaScript Bootcamp,Web Development,68%,120 minutes,1,6,14-11-2023
8d87b7be-271d-40f1-8985-c98d985defc4,DAWN FORD,nicholas97@gmail.com,male,India,20,17-07-2023,HTML & CSS Basics,Web Development,16%,2,Yes,5,"2023-07-17, 2023-07-24, 2023-07-31, 2023-08-07, 2023-08-14, 2023-08-21, 2023-08-28, 2023-09-04"
321a6d71-7821-42e0-b701-492522fbe906,colton smith,asullivan@yahoo.com,male,india,32,06-09-2023,Digital Marketing 101,Marketing,38%,1 hour,0,1,"2023-09-06, 2023-09-13, 2023-09-20, 2023-09-27, 2023-10-04, 2023-10-11, 2023-10-18"
a41bc4c2-4ecc-40ab-bd53-38ca625046c0,MRS. STACEY RIDDLE,kfrederick@hines.com,F,India,24,07-11-2023,Finance 101,Business,26%,45,N,,"2023-11-07, 2023-11-14, 2023-11-21, 2023-11-28, 2023-12-05, 2023-12-12"
b040d75a-a28e-4841-bd16-5228b589717e,anthony cruz,johnjohnson@yahoo.com,male,Canada,0,06-06-2024,React for Beginners,Web Development,16%,45,No,,"2024-06-06, 2024-06-13, 2024-06-20, 2024-06-27"
b28d7cb8-073b-4a43-ad2a-3a7cb4e10c33,brittany jacobs,john92@wilson.biz,male,Germany,,12-12-2024,Graphic Design Basics,Design,88%,1 hour,0,2,"2024-12-12, 2024-12-19, 2024-12-26, 2025-01-02, 2025-01-09"
e6a7a6b0-f961-4ae2-960e-9c1ab4c0fd18,theodore liu,invalid-email,F,USA,26,15-12-2023,Social Media Strategy,Marketing,40,120 minutes,0,6,"2023-12-15, 2023-12-22, 2023-12-29"
b11c377f-40bc-4b56-ad47-72f8d46a77af,walter barrett,jessica11@hotmail.com,F,Canada,18,20-12-2022,SEO Fundamentals,Marketing,46%,2,N,3,"2022-12-20, 2022-12-27"
d0713f73-582a-4099-8c2b-2f49c6d53a90,paul conrad,adam27@gmail.com,female,Canada,,12-09-2024,Graphic Design Basics,Design,39%,90 mins,Y,5,"2024-09-12, 2024-09-19"
6af7895b-b241-4fd3-8614-101711e121c7,mary quinn,nicholaspadilla@tucker.com,MALE,Uk,36,04-09-2022,JavaScript Bootcamp,Web Development,94%,90 mins,0,,"2022-09-04, 2022-09-11, 2022-09-18, 2022-09-25, 2022-10-02, 2022-10-09, 2022-10-16"
2f85f99d-366b-4575-907a-9518912cf322,paul lamb,tonya67@durham.com,female,Germany,0,07-03-2024,Social Media Strategy,Marketing,48%,1 hour,No,5,"2024-03-07, 2024-03-14, 2024-03-21"
46d9e34d-1feb-41c7-a0b2-d14b15f0e5ea,allen young,smithjoseph@gmail.com,F,Canada,38,06-07-2023,JavaScript Bootcamp,Web Development,35%,120 minutes,No,4,"2023-07-06, 2023-07-13, 2023-07-20, 2023-07-27, 2023-08-03, 2023-08-10"
0ab74b5d-fcd4-4681-8a09-7b17951b2503,joseph smith,vkennedy@hotmail.com,male,india,33,03-02-2025,Startup Strategy,Business,11,1.5,No,2,"2025-02-03, 2025-02-10"
e3e103bb-ae8e-4075-9eeb-c61856282768,ethan allen,dgray@yahoo.com,MALE,India,37,03-02-2024,Social Media Strategy,Marketing,87%,120 minutes,0,,"2024-02-03, 2024-02-10, 2024-02-17"
74f8a913-00ca-480f-99a5-3942ce67b962,jennifer houston,guzmanmisty@tapia-walton.com,Male,Uk,0,02-09-2023,Data Visualization with R,Data Science,44%,1 hour,1,2,"2023-09-02, 2023-09-09, 2023-09-16, 2023-09-23, 2023-09-30, 2023-10-07, 2023-10-14"
a8ac1ab1-afa9-402c-9e4c-4be773b0e73d,kayla keller,allen50@nguyen.biz,MALE,UK,29,31-10-2023,HTML & CSS Basics,Web Development,65,2,0,3,"2023-10-31, 2023-11-07"
6d8bebc3-592c-4a0e-94d4-9d3acb40fcdd,TERESA ALVAREZ,mcarter@thomas.net,MALE,Germany,0,13-11-2024,React for Beginners,Web Development,37%,2,Y,3,"2024-11-13, 2024-11-20"
164b85f0-cbfc-421c-bf78-042820bb859a,michael dunn,peggyfriedman@yahoo.com,Male,IN,41,26-05-2022,Adobe Illustrator Mastery,Design,78%,1.5,Y,4,"2022-05-26, 2022-06-02, 2022-06-09, 2022-06-16, 2022-06-23, 2022-06-30, 2022-07-07, 2022-07-14"
362e17d4-3e4c-443a-bdab-ba618a693650,tony graves,bholder@hickman.biz,Male,UK,0,30-01-2025,Machine Learning A-Z,Data Science,65%,90 mins,No,2,"2025-01-30, 2025-02-06, 2025-02-13, 2025-02-20, 2025-02-27, 2025-03-06, 2025-03-13, 2025-03-20"
aa7a907d-41f3-41b9-b81b-da1d386a9050,steven martinez,sdavis@wiggins-huynh.org,FEMALE,Uk,23,16-06-2023,UI/UX Fundamentals,Design,23%,2,No,5,"2023-06-16, 2023-06-23, 2023-06-30, 2023-07-07, 2023-07-14"
e900b66f-6083-4f88-97dd-a51ea4dc4d4e,nancy james,jeffreywilson@gmail.com,Male,UK,39,16-07-2022,Machine Learning A-Z,Data Science,5%,1.5,0,2,"2022-07-16, 2022-07-23, 2022-07-30, 2022-08-06"
979a7368-bd96-4b0a-9719-d3e416d1d768,NATASHA WILSON,melissafinley@hotmail.com,MALE,india,0,27-09-2022,Startup Strategy,Business,87%,120 minutes,No,,"2022-09-27, 2022-10-04, 2022-10-11, 2022-10-18, 2022-10-25, 2022-11-01, 2022-11-08"
891d47fe-970e-487a-8fd7-b0f24f908490,JAMES HENDERSON,aprilguzman@gmail.com,Male,IN,0,09-04-2022,HTML & CSS Basics,Web Development,44%,1.5,No,5,"2022-04-09, 2022-04-16"
da3465d9-89cd-40e7-825a-2dd465333140,charles hahn,jfrazier@campbell.com,M,Germany,26,19-09-2022,UI/UX Fundamentals,Design,54%,120 minutes,0,2,"2022-09-19, 2022-09-26, 2022-10-03, 2022-10-10, 2022-10-17"
fd869a13-809b-4813-8f13-823b51f4a724,DENISE ABBOTT,troypadilla@yahoo.com,M,Germany,0,23-10-2024,React for Beginners,Web Development,100%,90 mins,N,6,"2024-10-23, 2024-10-30, 2024-11-06, 2024-11-13, 2024-11-20, 2024-11-27, 2024-12-04"
27177e59-5548-4613-8f69-ef2dfb2c2c83,christine oconnor,leblanckimberly@luna-evans.com,Female,India,,07-07-2022,HTML & CSS Basics,Web Development,24%,120 minutes,0,2,"2022-07-07, 2022-07-14, 2022-07-21"
6c24dcaa-5660-42e1-a46c-d3c18c45fc9e,wanda todd,rosejustin@hotmail.com,male,IN,,10-05-2022,HTML & CSS Basics,Web Development,65%,120 minutes,N,4,"2022-05-10, 2022-05-17, 2022-05-24, 2022-05-31, 2022-06-07, 2022-06-14"
64ce4589-8c4a-42ba-9b33-5860b37bdb99,frank moody,stephen29@ramos.com,male,USA,31,04-02-2023,Startup Strategy,Business,84%,1.5,No,,"2023-02-04, 2023-02-11, 2023-02-18"
bf95ff33-cdea-4f52-b7d7-cab335b33f54,matthew cox,nicholasmcgrath@skinner.info,female,IN,,17-11-2022,Project Management Essentials,Business,1%,1.5,1,,"2022-11-17, 2022-11-24, 2022-12-01, 2022-12-08, 2022-12-15"
faf36aec-1e0a-4157-8d6e-d01ef1efa963,gina hamilton,hsanchez@sanders.org,M,USA,0,11-01-2023,Social Media Strategy,Marketing,26%,90 mins,0,5,"2023-01-11, 2023-01-18, 2023-01-25, 2023-02-01, 2023-02-08, 2023-02-15"
c69e17c9-6018-4b17-bec5-715ca71db3a6,rebecca barrett,phill@yahoo.com,F,india,41,30-12-2022,HTML & CSS Basics,Web Development,69%,1.5,N,5,"2022-12-30, 2023-01-06, 2023-01-13, 2023-01-20, 2023-01-27, 2023-02-03, 2023-02-10, 2023-02-17"
1527b2ac-1ddb-4f15-9eb8-586302f86044,martin kerr,matthewsvanessa@hill-mcgee.org,MALE,USA,,29-10-2023,Adobe Illustrator Mastery,Design,46,45,1,4,"2023-10-29, 2023-11-05, 2023-11-12, 2023-11-19, 2023-11-26"
a5044925-fffc-4f63-bbf3-f8f5624b31d7,elizabeth martinez,reevesmichelle@hotmail.com,F,us,0,13-01-2023,Python for Data Science,Data Science,37,1 hour,1,1,"2023-01-13, 2023-01-20, 2023-01-27, 2023-02-03, 2023-02-10"
050e1961-b363-4272-9018-1ce667c3bd9e,robert logan,stonebrenda@hotmail.com,M,India,0,19-01-2023,Python for Data Science,Data Science,99%,45,0,4,"2023-01-19, 2023-01-26, 2023-02-02, 2023-02-09, 2023-02-16, 2023-02-23, 2023-03-02, 2023-03-09"
351c586a-c0c3-459e-80e5-ea1a1fc45171,stephanie white,peterslauren@williams.com,male,india,21,13-01-2025,Data Visualization with R,Data Science,67,45,1,3,"2025-01-13, 2025-01-20, 2025-01-27, 2025-02-03, 2025-02-10, 2025-02-17, 2025-02-24, 2025-03-03"
41bb0e0d-8fff-406d-967b-6ea029451370,AMANDA WHITNEY,tammy26@hotmail.com,F,Germany,35,14-01-2025,JavaScript Bootcamp,Web Development,35%,1 hour,Yes,2,14-01-2025
f23b1efb-0bd1-4d4a-8cf4-1edd3f9304fa,summer carter,barbaraneal@hotmail.com,male,IN,0,07-04-2022,SEO Fundamentals,Marketing,70,1.5,Yes,3,"2022-04-07, 2022-04-14, 2022-04-21, 2022-04-28, 2022-05-05, 2022-05-12"
35b80aae-82b6-4c8e-89c8-18d79b2e18c0,mary williams,donaldchase@bernard.net,Female,us,,05-10-2023,React for Beginners,Web Development,2%,90 mins,0,5,"2023-10-05, 2023-10-12, 2023-10-19, 2023-10-26, 2023-11-02"
20e4dbfe-4703-47f7-9beb-b1c7977f199a,jennifer pierce,ksantos@yahoo.com,MALE,UK,32,08-03-2023,Social Media Strategy,Marketing,34%,120 minutes,No,2,"2023-03-08, 2023-03-15, 2023-03-22, 2023-03-29"
ad30c94b-4111-4681-b1da-833d15502390,michael herrera,wanda35@sandoval.biz,FEMALE,UK,,15-03-2024,Startup Strategy,Business,58%,1.5,N,2,"2024-03-15, 2024-03-22, 2024-03-29, 2024-04-05, 2024-04-12, 2024-04-19, 2024-04-26, 2024-05-03"
6f023006-c9ac-476c-be11-230e50fcfdaa,victor wright,schmidtgabriella@yahoo.com,MALE,USA,0,01-12-2022,JavaScript Bootcamp,Web Development,54%,1.5,Y,2,"2022-12-01, 2022-12-08, 2022-12-15, 2022-12-22"
5ce1bcc2-16c7-42a1-a3e2-ac175450c61f,paula thomas,alejandro63@lynn-patton.com,M,Germany,42,18-07-2022,Digital Marketing 101,Marketing,1%,120 minutes,0,6,"2022-07-18, 2022-07-25, 2022-08-01, 2022-08-08, 2022-08-15, 2022-08-22, 2022-08-29"
4e7a081e-e021-4caf-ba73-aa4e86c71c16,renee davis,andrea91@gmail.com,FEMALE,Uk,44,04-01-2023,Digital Marketing 101,Marketing,43%,1.5,No,6,04-01-2023
63ba6c3d-c07a-4e48-b24e-7fd651683612,ROBERT BYRD,qvargas@gmail.com,Female,india,27,28-12-2022,HTML & CSS Basics,Web Development,80%,45,No,5,28-12-2022
a8560b74-27ce-46ce-b695-c2bf837905ed,james moss,jasmine39@mann-white.com,MALE,USA,33,08-03-2025,HTML & CSS Basics,Web Development,49%,1.5,N,2,"2025-03-08, 2025-03-15, 2025-03-22, 2025-03-29"
f3dea9dc-469c-458b-896d-036a8092189b,todd keith,cynthia14@townsend-bruce.com,Male,UK,,04-04-2024,Machine Learning A-Z,Data Science,15%,1.5,1,3,"2024-04-04, 2024-04-11, 2024-04-18, 2024-04-25, 2024-05-02, 2024-05-09"
17f85f5b-f1e2-4ce7-bd73-0c3bbade33a0,anthony paul,haydenroger@hotmail.com,Female,Canada,0,04-08-2022,React for Beginners,Web Development,87,90 mins,Yes,3,"2022-08-04, 2022-08-11, 2022-08-18, 2022-08-25, 2022-09-01, 2022-09-08, 2022-09-15"
af642572-83d7-4afc-bf70-29737acabb76,dr. melissa sullivan dds,vpark@sanchez-stevenson.net,FEMALE,USA,0,04-11-2022,Python for Data Science,Data Science,18%,1 hour,0,4,"2022-11-04, 2022-11-11, 2022-11-18"
72dadc21-9b7c-4539-8ad7-d77c9bf41cc6,megan macias,charlesfranco@gomez.com,MALE,Uk,,04-03-2025,Startup Strategy,Business,23,2,0,6,"2025-03-04, 2025-03-11"
e9fedd48-5684-4457-9cfc-df01f8401eea,sandra rosales,kevin44@smith.org,F,us,0,07-11-2023,Startup Strategy,Business,63%,120 minutes,1,5,"2023-11-07, 2023-11-14, 2023-11-21, 2023-11-28"
edda1677-4e08-4b81-ac4d-6c0037abaaf8,MARIA PETERSEN,fstafford@kelly.info,female,india,33,09-12-2023,Social Media Strategy,Marketing,46%,1 hour,Y,1,"2023-12-09, 2023-12-16, 2023-12-23, 2023-12-30"
0151ccb0-1b6f-4a9e-9a98-b7154c60b543,NATHAN MORALES,jordanjames@robertson.info,Male,UK,0,30-08-2023,Project Management Essentials,Business,70%,2,No,4,"2023-08-30, 2023-09-06, 2023-09-13"
4008d4da-a819-413d-84fa-84a427d764ce,james evans,amandaadams@yahoo.com,M,India,,17-04-2022,Data Visualization with R,Data Science,13%,2,N,,"2022-04-17, 2022-04-24, 2022-05-01, 2022-05-08, 2022-05-15, 2022-05-22, 2022-05-29"
23cecf1e-296d-491f-b079-ae53d6e0217c,JEFFREY HOWARD,lopezbilly@fisher-rivera.com,male,Uk,0,20-01-2025,Python for Data Science,Data Science,60,90 mins,0,,"2025-01-20, 2025-01-27, 2025-02-03, 2025-02-10, 2025-02-17, 2025-02-24, 2025-03-03"
7ab3137c-f2c8-425e-b2f1-227caa8c662d,victoria wilson,tmarsh@gmail.com,M,India,,12-12-2022,Machine Learning A-Z,Data Science,82%,90 mins,No,1,"2022-12-12, 2022-12-19"
e1bb7399-c7c4-42a0-83af-3d93c0476d80,nicholas harmon,danielrodriguez@gmail.com,Female,india,30,24-08-2023,Social Media Strategy,Marketing,90%,45,No,2,"2023-08-24, 2023-08-31, 2023-09-07, 2023-09-14, 2023-09-21"
037e7f60-8000-4fac-9818-48c527d19990,cynthia gregory,vbray@gmail.com,FEMALE,Uk,0,19-10-2022,Digital Marketing 101,Marketing,95%,120 minutes,No,5,"2022-10-19, 2022-10-26, 2022-11-02, 2022-11-09"
7c65dbfb-483f-4a72-8a1a-7c2e7aededf4,JEFFREY WILLIAMSON,juanwilson@gamble-wright.biz,female,India,,10-02-2024,HTML & CSS Basics,Web Development,34%,1 hour,Y,1,"2024-02-10, 2024-02-17, 2024-02-24, 2024-03-02, 2024-03-09, 2024-03-16"
cf590b8e-c860-42c4-b4da-9f0479510a45,nicholas carr,jeromeanderson@hill.com,Female,India,,09-02-2023,Python for Data Science,Data Science,25%,2,Yes,,09-02-2023
17478b5c-331b-4602-9dd0-ce040485742a,JAMIE WARREN,matthewmendoza@simmons.com,female,UK,0,29-01-2024,Machine Learning A-Z,Data Science,50,2,No,5,29-01-2024
6b06e92f-b62a-4941-99dc-be0ff1685db8,steven white,guerreromarc@kennedy-kerr.com,male,UK,0,16-06-2023,Digital Marketing 101,Marketing,48%,1.5,0,4,"2023-06-16, 2023-06-23, 2023-06-30"
7dc4f12b-f2c5-42da-8094-4f952f51aca6,eric davis,markfigueroa@paul-chapman.org,female,Uk,43,05-02-2024,Data Visualization with R,Data Science,83,90 mins,Yes,2,"2024-02-05, 2024-02-12, 2024-02-19, 2024-02-26"
35c4be08-46a4-4588-a676-ace13cfe18e9,ANITA RODRIGUEZ,willisrhonda@roth.com,Female,UK,0,05-11-2023,SEO Fundamentals,Marketing,49,1 hour,Y,2,05-11-2023
57c8294c-9e77-46ae-8bec-9a50f11afc00,john juarez,andersonrobert@king.net,M,Canada,23,01-08-2022,Python for Data Science,Data Science,100,45,Yes,1,"2022-08-01, 2022-08-08, 2022-08-15, 2022-08-22, 2022-08-29"
a13ecf15-72cf-4b0e-9db2-f6cee5190530,susan jones,jacksonjoshua@gmail.com,FEMALE,UK,0,28-09-2023,Startup Strategy,Business,58,90 mins,Yes,3,"2023-09-28, 2023-10-05"
0f9027d5-90f0-447c-b4af-80050ba24c4f,melissa yang,gcohen@gmail.com,female,IN,0,30-06-2023,Project Management Essentials,Business,16,45,No,4,"2023-06-30, 2023-07-07, 2023-07-14, 2023-07-21, 2023-07-28, 2023-08-04, 2023-08-11"
6257ae9c-8260-4132-802f-b24f70100d7e,jeanette lawson,adamarmstrong@horton.info,Male,UK,45,20-12-2022,Finance 101,Business,7,45,N,,20-12-2022
4242fc5c-866b-429a-b877-e049b52f5e0d,DANIEL ERICKSON,jeffreyferguson@williams-hernandez.com,FEMALE,USA,20,28-05-2024,SEO Fundamentals,Marketing,59%,90 mins,No,,"2024-05-28, 2024-06-04"
0d3069bf-ca66-48a8-9f96-048a453b37f5,danielle colon,wongcynthia@nguyen-potts.net,FEMALE,USA,,30-10-2022,Graphic Design Basics,Design,43%,2,N,5,"2022-10-30, 2022-11-06, 2022-11-13, 2022-11-20, 2022-11-27, 2022-12-04, 2022-12-11"
e5f95507-6889-48ad-a234-5eacb8da3559,erika brown,jeffrey42@bonilla-medina.org,female,us,33,22-05-2023,Graphic Design Basics,Design,76%,2,Y,6,"2023-05-22, 2023-05-29, 2023-06-05, 2023-06-12"
61c9815e-b028-4484-beea-c4d3b8fc7513,DAWN SIMS,rwalker@perkins.com,FEMALE,us,34,19-09-2022,UI/UX Fundamentals,Design,18%,1 hour,Yes,1,"2022-09-19, 2022-09-26, 2022-10-03, 2022-10-10, 2022-10-17"
